icd11_code,clinical_title,plain_en,plain_sw,synonyms,abbreviations,body_system,is_notifiable,sensitivity,review_status
DD70,Intestinal obstruction,Your bowel became blocked,Utumbo wako ulizibwa,intestinal obstruction|bowel obstruction|IO,IO,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DC12,Cholecystitis,Your gallbladder became inflamed,Kibofu cha nyongo kilivimba,cholecystitis|gallbladder infection,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DC31,Acute pancreatitis,Your pancreas became inflamed causing severe abdominal pain,Kongosho lilivimba na kusababisha maumivu makali ya tumbo,pancreatitis|acute pancreatitis,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DB92,Liver cirrhosis,Your liver has become scarred and works less well,Ini lako limepata makovu na halifanyi kazi vizuri,cirrhosis|liver disease|chronic liver disease,CLD,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DA22,Gastro-oesophageal reflux disease,Acid from your stomach comes back up into the food pipe,Asidi ya tumbo inarudi kwenye koo la chakula,GERD|reflux|heartburn|kiungulia,GERD|GORD,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DD91,Irritable bowel syndrome,Your bowel is sensitive causing pain and changing stools,Utumbo wako ni nyeti na husababisha maumivu na kubadilika kwa choo,irritable bowel syndrome|IBS,IBS,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DD90,Constipation,You had difficulty passing stool,Ulipata ugumu wa kwenda haja kubwa,constipation|kufunga choo,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DB60,Haemorrhoids,Swollen veins around the back passage caused pain or bleeding,Mishipa iliyovimba karibu na haja kubwa ilisababisha maumivu au damu,haemorrhoids|piles|bawasiri,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DB35,Upper gastrointestinal bleeding,You bled from the upper part of your digestive tract,Ulivuja damu kutoka sehemu ya juu ya mfumo wa chakula,upper GI bleed|haematemesis|vomiting blood,UGIB,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DA0Z,Dental caries,You had tooth decay,Ulikuwa na meno kuoza,dental caries|tooth decay|cavity|meno kuoza,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
DA08,Dental abscess,You had a pocket of pus around a tooth,Ulikuwa na jipu lenye usaha karibu na jino,dental abscess|tooth abscess|jipu la jino,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NB32,Head injury,You had an injury to your head,Ulipata jeraha la kichwa,head injury|traumatic brain injury|TBI,TBI,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NA07,Concussion,A knock to the head briefly affected how your brain works,Pigo la kichwa liliathiri kwa muda mfupi jinsi ubongo unavyofanya kazi,concussion|mild head injury,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NB11,Fracture of forearm,You broke a bone in your forearm,Ulivunjika mfupa wa mkono wa chini,fractured forearm|broken arm|radius fracture,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NC72,Fracture of femur,You broke your thigh bone,Ulivunjika mfupa wa paja,fractured femur|broken thigh bone,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NC92,Fracture of tibia,You broke a bone in your lower leg,Ulivunjika mfupa wa mguu wa chini,fractured tibia|broken leg,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
ND56,Open wound,You had a cut that broke through the skin,Ulikuwa na jeraha lililopasua ngozi,open wound|laceration|cut|jeraha wazi,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
ND12,Soft tissue injury,You had bruising or a sprain without a broken bone,Ulipata michubuko au kuteguka bila mfupa kuvunjika,sprain|soft tissue injury|strain|bruise,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
ND10,Dislocation of joint,A bone slipped out of its joint,Mfupa ulitoka kwenye kiungo chake,dislocation|joint dislocation,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE2Z,Burn,You had a burn injury,Ulipata jeraha la kuungua,burn|scald|kuungua|moto,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE60,Snake bite,You were bitten by a snake,Uliumwa na nyoka,snake bite|snakebite|kuumwa na nyoka,,injury,false,TIER_1_EMERGENCY,NEEDS_CLINICAL_REVIEW
NE62,Dog bite,You were bitten by a dog,Uliumwa na mbwa,dog bite|animal bite|kuumwa na mbwa,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE80,Poisoning,You were harmed by swallowing or absorbing a harmful substance,Ulidhurika kwa kumeza au kunyonya kitu chenye sumu,poisoning|overdose|sumu,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE81,Organophosphate poisoning,You were poisoned by a farm pesticide,Ulipata sumu ya dawa ya wadudu ya shambani,organophosphate poisoning|pesticide poisoning|OP poisoning,OP,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE82,Paracetamol overdose,You took too much paracetamol,Ulitumia paracetamol nyingi kupita kiasi,paracetamol overdose|panadol overdose,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE83,Kerosene ingestion,Your child swallowed paraffin,Mtoto alimeza mafuta ya taa,kerosene ingestion|paraffin poisoning|mafuta ya taa,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE85,Foreign body aspiration,Something was breathed into your airway,Kitu kiliingia kwenye njia ya hewa,foreign body|choking|aspiration,FB,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NE90,Assault,You were injured when someone attacked you,Ulijeruhiwa wakati mtu alipokushambulia,assault|physical attack|beaten,,injury,false,TIER_3_RESTRICTED,NEEDS_CLINICAL_REVIEW
NE91,Fall,You were injured in a fall,Ulijeruhiwa kwa kuanguka,fall|kuanguka,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
NF0Z,Boda boda injury,You were injured in a motorcycle accident,Ulijeruhiwa katika ajali ya pikipiki,boda boda|motorcycle accident|pikipiki accident,,injury,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
4A85,Anaphylaxis,You had a severe life-threatening allergic reaction,Ulipata mzio mkali unaohatarisha maisha,anaphylaxis|severe allergic reaction|anaphylactic shock,,immune,false,TIER_1_EMERGENCY,NEEDS_CLINICAL_REVIEW
4A84,Drug allergy,You had an allergic reaction to a medicine,Ulipata mzio kutokana na dawa,drug allergy|medicine reaction|penicillin allergy,,immune,false,TIER_1_EMERGENCY,NEEDS_CLINICAL_REVIEW
4A83,Food allergy,You had an allergic reaction to a food,Ulipata mzio kutokana na chakula,food allergy|mzio wa chakula,,immune,false,TIER_1_EMERGENCY,NEEDS_CLINICAL_REVIEW
EB00,Urticaria,You had an itchy raised rash that came on quickly,Ulipata upele uliovimba na kuwasha ulioanza haraka,urticaria|hives|nettle rash,,skin,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
EB01,Angioedema,Deep swelling appeared on your face or lips,Uvimbe wa kina ulijitokeza usoni au midomoni,angioedema|facial swelling,,immune,false,TIER_1_EMERGENCY,NEEDS_CLINICAL_REVIEW
CA08,Allergic rhinitis,Your nose reacted to something in the air causing sneezing,Pua yako iliathiriwa na kitu hewani na kusababisha kupiga chafya,allergic rhinitis|hay fever|nose allergy,AR,respiratory,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
EA81,Atopic dermatitis,You had a long-term itchy skin condition,Ulikuwa na hali ya muda mrefu ya ngozi kuwasha,eczema|atopic dermatitis|atopic eczema,,skin,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
ED80,Acne,You had spots and pimples on your skin,Ulikuwa na chunusi kwenye ngozi,acne|pimples|chunusi,,skin,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
EH70,Chronic leg ulcer,You had a wound on the leg that has not healed,Ulikuwa na kidonda mguuni ambacho hakijapona,leg ulcer|chronic wound|kidonda sugu,,skin,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
EK50,Jiggers,Sand fleas burrowed into the skin of your feet,Funza waliingia kwenye ngozi ya miguu yako,jiggers|tunga penetrans|funza,,skin,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
9B71,Refractive error,Your eyes do not focus light properly so vision is blurred,Macho yako hayaelekezi mwanga vizuri hivyo kuona ni kwa ukungu,refractive error|short sight|long sight|need glasses,,eye,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
9C61,Glaucoma,Pressure inside your eye is damaging the nerve of sight,Shinikizo ndani ya jicho linaharibu neva ya kuona,glaucoma|eye pressure,,eye,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
AA60,Impacted ear wax,Wax blocked your ear canal,Nta iliziba mfereji wa sikio,ear wax|impacted cerumen|nta ya sikio,,ear,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
AA02,Otitis externa,The outer canal of your ear became infected,Mfereji wa nje wa sikio ulipata maambukizi,otitis externa|swimmer's ear|outer ear infection,OE,ear,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
AB30,Hearing loss,You have lost some or all of your hearing,Umepoteza sehemu au uwezo wote wa kusikia,hearing loss|deafness|uziwi,,ear,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
AB32,Vertigo,You felt the room spinning around you,Ulihisi chumba kikizunguka,vertigo|dizziness|kizunguzungu,,ear,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
FA01,Osteoarthritis of knee,The joints in your knee are worn causing pain,Viungo vya goti vimechakaa na kusababisha maumivu,knee osteoarthritis|knee pain,,musculoskeletal,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
FA80,Lumbar disc prolapse,A cushion in your spine pressed on a nerve,Mto wa uti wa mgongo ulibana neva,slipped disc|disc prolapse|sciatica,PID disc,musculoskeletal,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
FA24,Systemic lupus erythematosus,Your immune system has been attacking your own body,Kinga ya mwili imekuwa ikishambulia mwili wako,lupus|SLE,SLE,immune,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MG30.0,Fever in a child under five,Your young child had a fever needing assessment,Mtoto mdogo alikuwa na homa iliyohitaji uchunguzi,fever in child|homa ya mtoto,,general,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MG43,Abdominal pain,You had pain in your abdomen,Ulikuwa na maumivu ya tumbo,abdominal pain|stomach pain|tumbo kuuma,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MD81,Chest pain,You had pain in your chest,Ulikuwa na maumivu ya kifua,chest pain|kifua kuuma,,circulatory,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MD11.1,Dizziness,You felt light-headed or unsteady,Ulihisi kizunguzungu au kuyumbayumba,dizziness|light headed|kizunguzungu,,nervous,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MG26,Fatigue,You have been feeling unusually tired,Umekuwa ukihisi uchovu usio wa kawaida,fatigue|tiredness|uchovu|weakness,,general,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MD12,Chronic cough,You have had a cough lasting more than two weeks,Umekuwa na kikohozi cha zaidi ya wiki mbili,chronic cough|persistent cough|kikohozi cha muda mrefu,,respiratory,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MD13,Haemoptysis,You coughed up blood,Ulikohoa damu,coughing blood|haemoptysis|kukohoa damu,,respiratory,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
ME05,Jaundice,Your skin and eyes turned yellow,Ngozi na macho yako yaligeuka njano,jaundice|yellow eyes|homa ya manjano,,digestive,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
MG27,Dehydration,Your body lost too much fluid,Mwili wako ulipoteza maji mengi,dehydration|fluid loss|upungufu wa maji mwilini,,general,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
QB95,Follow-up visit,You came back for review of an existing condition,Ulirudi kwa ufuatiliaji wa hali iliyopo,follow up|review visit|TCA,TCA,general,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
QB96,Medication refill,You came to collect a repeat supply of your medicine,Ulikuja kuchukua dawa zako za kuendelea,refill|repeat prescription|drug refill,,general,false,TIER_2_GENERAL,NEEDS_CLINICAL_REVIEW
